UIC;Nom de la gare;Adresse;CodePostal;Ville;Accessibilité
87300863;Besançon Franche-Comté TGV;RD1 - Lieu-dit Grand-Bois Le Pasquier;25870;Auxon;Présence du personnel
87300863;Besançon Franche-Comté TGV;RD1 - Lieu-dit Grand-Bois Le Pasquier;25870;Auxon;Toilettes adaptées aux personnes en fauteuil roulant
87313882;TGV Haute Picardie;Pôle Haute Picardie;80200;Peronne;Écrans d'information en gare et/ou sur les quais
87317586;Boulogne;3 Boulevard Voltaire;62200;Boulogne Sur Mer;Accès par ascenseur, rampe ou de plain-pied, depuis l'entrée
87319012;Aix-en-Provence TGV;Route Départementale 9;13592;Aix En Provence;Écrans d'information en gare et/ou sur les quais
87342014;Arras;Place du Maréchal Foch;62000;Arras;Écrans d'information en gare et/ou sur les quais
87342014;Arras;Place du Maréchal Foch;62000;Arras;Présence du personnel
87343004;Valenciennes;Place de la gare;59300;Valenciennes;Présence du personnel
87343004;Valenciennes;Place de la gare;59300;Valenciennes;Écrans d'information en gare et/ou sur les quais
87384008;Paris Saint-Lazare;13, Rue d'Amsterdam;75008;Paris;Information sonore en gare et/ou sur les quais
87391003;Paris Montparnasse;17, Boulevard de Vaugirard;75015;Paris Cedex 15;Toilettes
87391003;Paris Montparnasse;17, Boulevard de Vaugirard;75015;Paris Cedex 15;Accès par ascenseur, rampe ou de plain-pied, depuis l'entrée
87393488;Dreux;Place Pierre Sémard;28100;Dreux;Présence du personnel
87393702;Massy TGV;7, Avenue Carnot;91300;Massy;Présence du personnel
87415604;Vernon-Giverny;Place de la Gare;27200;Vernon;Toilettes
87447284;Valognes;Place de la Gare;50700;Valognes;Boucle à induction magnétique
87447680;Granville;Place Pierre Semard;50400;Granville;Information sonore en gare et/ou sur les quais
87474098;Quimper;1, Place Louis Armand;29000;Quimper;Boucle à induction magnétique
87478107;Saint-Malo;Avenue Anita CONTI;35400;Saint-Malo;Toilettes
87478404;Laval;Place de la gare;53000;Laval;Présence du personnel
87485144;Rochefort;place François Dorleac;17300;Rochefort;Assistance proposée pour accéder aux quais et monter / descendre du train
87485227;Surgères;1 rue Julia et Maurice Marcou;17700;Surgères;Présence du personnel
87543009;Orléans;avenue de Paris;45000;Orléans;Accès par ascenseur, rampe ou de plain-pied, depuis l'entrée
87543009;Orléans;avenue de Paris;45000;Orléans;Information sonore en gare et/ou sur les quais
87571000;Tours;Place du Général Leclerc;37000;Tours;Bande d'éveil de vigilance sur les quais
87571240;Saint-Pierre-des-Corps;67, rue Fabienne LANDY;37700;St Pierre Des Corps;Présence du personnel
87575142;Châtellerault;2 boulevard Sadi Carnot;86100;Chatellerault;Assistance proposée pour accéder aux quais et monter / descendre du train
87576207;Bourges;Place du Général LECLERC;18000;Bourges;Écrans d'information en gare et/ou sur les quais
87576207;Bourges;Place du Général LECLERC;18000;Bourges;Boucle à induction magnétique
87595009;Périgueux;11 rue Denis Papin;24000;Périgueux;Bande d'éveil de vigilance sur les quais
87615286;Carcassonne;1 bd Maréchal Joffre;11000;Carcassonne;Information sonore en gare et/ou sur les quais
87641001;Montluçon;Avenue Marx Dormoy;3100;Montlucon;Toilettes adaptées aux personnes en fauteuil roulant
87671016;Mont-de-Marsan;15 Avenue de la Laïcité;40000;Mont-de-Marsan;Accès par ascenseur, rampe ou de plain-pied, depuis l'entrée
87671339;Lourdes;33 avenue de la gare;65100;Lourdes;Écrans d'information en gare et/ou sur les quais
87673004;Bayonne;Place PEREIRE;64100;Bayonne;Assistance proposée pour accéder aux quais et monter / descendre du train
87677005;Hendaye;Bd Général de Gaulle;64700;Hendaye;Assistance proposée pour accéder aux quais et monter / descendre du train
87683243;Joigny;3, place du Maréchal Juin;89300;Joigny;Toilettes adaptées aux personnes en fauteuil roulant
87684001;Montargis;Avenue de la gare;45200;Montargis;Information sonore en gare et/ou sur les quais
87686006;Paris Gare de Lyon;Place Louis Armand;75012;PARIS cedex 12;Assistance proposée pour accéder aux quais et monter / descendre du train
87686006;Paris Gare de Lyon;Place Louis Armand;75012;PARIS cedex 12;Toilettes
87696005;Nevers;10, rue du Chemin de Fer;58000;Nevers;Information sonore en gare et/ou sur les quais
87713040;Dijon;31, cour de la gare;21000;Dijon;Assistance proposée pour accéder aux quais et monter / descendre du train
87713040;Dijon;31, cour de la gare;21000;Dijon;Toilettes
87713115;Les Laumes Alésia;5 avenue de la Gare;21150;Venaray Les Laumes;Écrans d'information en gare et/ou sur les quais
87713313;Genlis;Rue de la Gare;21110;Genlis;Fauteuil roulant à disposition
87718007;Besançon Viotte;2, avenue de la Paix;25000;Besançon;Présence du personnel
87725689;Mâcon;1 avenue de la Gare;71000;Mâcon;Toilettes adaptées aux personnes en fauteuil roulant
87725689;Mâcon;1 avenue de la Gare;71000;Mâcon;Information sonore en gare et/ou sur les quais
87726760;Aurec;Rue de la Loire;43110;Aurec-sur-Loire;Information sonore en gare et/ou sur les quais
87741009;Chambéry - Challes-les-Eaux;Place de la gare, BP 1043;73010;Chambery;Écrans d'information en gare et/ou sur les quais
87747006;Grenoble;1, Place de la gare;38000;Grenoble;Boucle à induction magnétique
87755009;Toulon;Place de l'Europe -;83000;Toulon;Fauteuil roulant à disposition
87756403;Monaco Monte Carlo;Place Sainte Dévote;98000;Monaco;Bande d'éveil de vigilance sur les quais
87757526;Saint-Raphaël Valescure;rue Waldeck Rousseau;83700;St Raphaël;Présence du personnel
87761007;Valence;38, rue Denis Papin;26000;Valence;Présence du personnel
87761007;Valence;38, rue Denis Papin;26000;Valence;Assistance proposée pour accéder aux quais et monter / descendre du train
87763029;Valence TGV Rhône-Alpes Sud;ALIXAN;26958;Valence;Toilettes
87111849;Marne-la-Vallée Chessy;Place des Passagers du Vent;77111;Chessy;Présence du personnel
87113001;Paris Est;Place du 11 novembre 1918;75010;Paris;Information sonore en gare et/ou sur les quais
87142109;Lorraine TGV;Route départementale 910;57420;Louvigny;Toilettes adaptées aux personnes en fauteuil roulant
87142109;Lorraine TGV;Route départementale 910;57420;Louvigny;Assistance proposée pour accéder aux quais et monter / descendre du train
87147322;Meuse TGV;Lieu dit Le Cugnet MONDRECOURT;55220;Les Trois Domaines;Fauteuil roulant à disposition
87164780;Stade de France Saint-Denis;;93200;Saint-Denis;Bande d'éveil de vigilance sur les quais
87182014;Colmar;9 place de la gare;68000;Colmar;Fauteuil roulant à disposition
87182014;Colmar;9 place de la gare;68000;Colmar;Accès par ascenseur, rampe ou de plain-pied, depuis l'entrée
87182063;Mulhouse;10 avenue du Général Leclerc;68100;Mulhouse;Boucle à induction magnétique
87184002;Belfort;8, Avenue Wilson;90000;Belfort;Information sonore en gare et/ou sur les quais
87184002;Belfort;8, Avenue Wilson;90000;Belfort;Assistance proposée pour accéder aux quais et monter / descendre du train
87191007;Thionville;10 place de la gare;57100;Thionville;Assistance proposée pour accéder aux quais et monter / descendre du train
87271007;Paris Gare du Nord;112, rue de Maubeuge;75010;Paris;Assistance proposée pour accéder aux quais et monter / descendre du train
87271494;Aéroport Charles de Gaulle 2 TGV;Tremblay;95700;Roissy CDG cedex;Information sonore en gare et/ou sur les quais
87271494;Aéroport Charles de Gaulle 2 TGV;Tremblay;95700;Roissy CDG cedex;Présence du personnel
87276006;Creil;Place Charles De Gaulle;60100;Creil;Assistance proposée pour accéder aux quais et monter / descendre du train
87276691;Compiègne;Place de la gare;60200;Compiègne;Écrans d'information en gare et/ou sur les quais
87318964;Avignon TGV;Place de l'Europe;84000;Avignon;Présence du personnel
87342014;Arras;Place du Maréchal Foch;62000;Arras;Accès par ascenseur, rampe ou de plain-pied, depuis l'entrée
87387001;Évreux Normandie;4 boulevard Gambetta;27000;Evreux;Assistance proposée pour accéder aux quais et monter / descendre du train
87391003;Paris Montparnasse;17, Boulevard de Vaugirard;75015;Paris Cedex 15;Présence du personnel
87444000;Caen;15, Place de la gare;14000;Caen;Écrans d'information en gare et/ou sur les quais
87447680;Granville;Place Pierre Semard;50400;Granville;Fauteuil roulant à disposition
87471300;Redon;Place Michel Macé;35600;Redon;Toilettes adaptées aux personnes en fauteuil roulant
87471300;Redon;Place Michel Macé;35600;Redon;Assistance proposée pour accéder aux quais et monter / descendre du train
87473009;Saint-Brieuc;Place François Mitterrand;22000;St Brieuc;Boucle à induction magnétique
87473009;Saint-Brieuc;Place François Mitterrand;22000;St Brieuc;Toilettes adaptées aux personnes en fauteuil roulant
87476200;Auray;Place Raoult Dautry;56400;Auray;Écrans d'information en gare et/ou sur les quais
87481754;La Baule-Escoublac;Place Rhin et Danube;44500;La Baule Escoublac;Écrans d'information en gare et/ou sur les quais
87485300;Niort;place Sémard;79000;Niort;Accès par ascenseur, rampe ou de plain-pied, depuis l'entrée
87547000;Paris Austerlitz;7 bis Boulevard de l'Hôpital;75013;Paris;Présence du personnel
87571216;Vendôme - Villiers-sur-Loir;Avenue des Cités Unies de l'Europe;41100;Vendome;Écrans d'information en gare et/ou sur les quais
87574004;Blois Chambord;70, boulevard Daniel DUPUIS;41000;Blois;Écrans d'information en gare et/ou sur les quais
87576009;Vierzon;5 Avenue Pierre Sémard;18100;Vierzon;Écrans d'information en gare et/ou sur les quais
87581009;Bordeaux Saint-Jean;Rue Charles Domercq;33800;Bordeaux;Fauteuil roulant à disposition
87611244;Montauban Ville Bourbon;Place de la gare;82000;Montauban;Fauteuil roulant à disposition
87615286;Carcassonne;1 bd Maréchal Joffre;11000;Carcassonne;Écrans d'information en gare et/ou sur les quais
87645507;Neussargues;Gare SNCF de Neussargues;15170;Neussargues-Moissac;Bande d'éveil de vigilance sur les quais
87671016;Mont-de-Marsan;15 Avenue de la Laïcité;40000;Mont-de-Marsan;Écrans d'information en gare et/ou sur les quais
87673202;Dax;7 avenue de la gare;40100;Dax;Fauteuil roulant à disposition
87673400;Biarritz;Allée du Moura;64200;Biarritz;Fauteuil roulant à disposition
87677120;Saint-Jean-de-Luz - Ciboure;Avenue de Verdun;64500;Saint-Jean-de-Luz;Assistance proposée pour accéder aux quais et monter / descendre du train
87694000;Le Creusot;Avenue de la Gare;71200;LE CREUSOT;Assistance proposée pour accéder aux quais et monter / descendre du train
87694000;Le Creusot;Avenue de la Gare;71200;LE CREUSOT;Toilettes
87694109;Le Creusot - Montceau-les-Mines - Montchanin TGV;Avenue de l'Europe;71210;Ecuisses;Assistance proposée pour accéder aux quais et monter / descendre du train
87713115;Les Laumes Alésia;5 avenue de la Gare;21150;Venaray Les Laumes;Présence du personnel
87713347;Auxonne;6 Rue Paul DOUMER;21130;Auxerre;Information sonore en gare et/ou sur les quais
87713412;Dole;rue Aristide Briand;39100;Dole;Écrans d'information en gare et/ou sur les quais
87713859;Is-sur-Tille;Rue du Lac;21120;Is Sur Tille;Accès par ascenseur, rampe ou de plain-pied, depuis l'entrée
87718007;Besançon Viotte;2, avenue de la Paix;25000;Besançon;Accès par ascenseur, rampe ou de plain-pied, depuis l'entrée
87718239;Lons-le-Saunier;5 boulevard GAMBETTA;39000;Lons Le Saunier;Fauteuil roulant à disposition
87725705;Mâcon Loché TGV;142, rue de Pouilly Loché;71000;Loché;Accès par ascenseur, rampe ou de plain-pied, depuis l'entrée
87732008;Vichy;1 Place de la gare;3200;Vichy;Écrans d'information en gare et/ou sur les quais
87741132;Aix-les-Bains le Revard;Boulevard Wilson;73100;Aix Les Bains;Toilettes
87741793;Bourg-Saint-Maurice;30 PLACE DE LA GARE;73700;Bourg St Maurice;Accès par ascenseur, rampe ou de plain-pied, depuis l'entrée
87745000;Bellegarde;Rue Favre & Perreard;1200;Bellegarde S/ Valserine;Accès par ascenseur, rampe ou de plain-pied, depuis l'entrée
87756056;Nice;Avenue Thiers;6008;Nice;Boucle à induction magnétique
87756056;Nice;Avenue Thiers;6008;Nice;Toilettes adaptées aux personnes en fauteuil roulant
87757526;Saint-Raphaël Valescure;rue Waldeck Rousseau;83700;St Raphaël;Accès par ascenseur, rampe ou de plain-pied, depuis l'entrée
87757526;Saint-Raphaël Valescure;rue Waldeck Rousseau;83700;St Raphaël;Écrans d'information en gare et/ou sur les quais
87757526;Saint-Raphaël Valescure;rue Waldeck Rousseau;83700;St Raphaël;Fauteuil roulant à disposition
87762906;Lyon Saint-Exupéry TGV;Gare TGV Lyon Saint-Exupéry;69125;Colombier-Saugnieu;Information sonore en gare et/ou sur les quais
87775007;Nîmes;1, Boulevard Sergent Triaire;30000;Nîmes cedex;Assistance proposée pour accéder aux quais et monter / descendre du train
87775007;Nîmes;1, Boulevard Sergent Triaire;30000;Nîmes cedex;Fauteuil roulant à disposition
87784173;Rivesaltes;Avenue de la gare;66600;Rivesaltes;Présence du personnel
87765008;Avignon Centre;Boulevard St Roch;84000;Avignon Cedex;Information sonore en gare et/ou sur les quais
87773200;Sète;78 place Cambon;34200;Sète;Fauteuil roulant à disposition
87775007;Nîmes;1, Boulevard Sergent Triaire;30000;Nîmes cedex;Boucle à induction magnétique
87781104;Narbonne;1 Boulevard Frédéric Mistral;11100;Narbonne;Toilettes adaptées aux personnes en fauteuil roulant
87784009;Perpignan;1, place Salvador Dali;66027;Perpignan;Accès par ascenseur, rampe ou de plain-pied, depuis l'entrée
87174003;Châlons-en-Champagne;Place de la gare;51000;Chalons En Champagne;Assistance proposée pour accéder aux quais et monter / descendre du train
87185009;Vesoul;Avenue de la gare;70000;Vesoul;Information sonore en gare et/ou sur les quais
87271007;Paris Gare du Nord;112, rue de Maubeuge;75010;Paris;Toilettes
87276493;Montsoult - Maffliers;Rue Émile Combres;95560;Montsoult;Toilettes
87281006;Dunkerque;Place de la gare;59140;Dunkerque;Toilettes
87286005;Lille Flandres;Place des Buisses;59000;Lille;Accès par ascenseur, rampe ou de plain-pied, depuis l'entrée
87286542;Tourcoing;11 Rue Pierre Sémard;59200;Tourcoing;Information sonore en gare et/ou sur les quais
87300822;Belfort - Montbéliard TGV;2 avenue de la gare ,;90400;Meroux;Écrans d'information en gare et/ou sur les quais
87313882;TGV Haute Picardie;Pôle Haute Picardie;80200;Peronne;Présence du personnel
87342006;Béthune;Place F. Mitterrand;62400;Bethune;Présence du personnel
87391003;Paris Montparnasse;17, Boulevard de Vaugirard;75015;Paris Cedex 15;Assistance proposée pour accéder aux quais et monter / descendre du train
87393702;Massy TGV;7, Avenue Carnot;91300;Massy;Toilettes adaptées aux personnes en fauteuil roulant
87396002;Le Mans;Place du 8 mai 1945;72000;Le Mans;Bande d'éveil de vigilance sur les quais
87396002;Le Mans;Place du 8 mai 1945;72000;Le Mans;Assistance proposée pour accéder aux quais et monter / descendre du train
87444000;Caen;15, Place de la gare;14000;Caen;Information sonore en gare et/ou sur les quais
87444372;Trouville - Deauville;Place Louis Armand;14360;Deauville;Fauteuil roulant à disposition
87448514;Avranches;Place de la Gare;50300;Avranches;Boucle à induction magnétique
87471300;Redon;Place Michel Macé;35600;Redon;Boucle à induction magnétique
87474007;Brest;08, Place du 19ème RI;29200;Brest cedex 01;Boucle à induction magnétique
87474007;Brest;08, Place du 19ème RI;29200;Brest cedex 01;Écrans d'information en gare et/ou sur les quais
87474098;Quimper;1, Place Louis Armand;29000;Quimper;Toilettes
87476200;Auray;Place Raoult Dautry;56400;Auray;Information sonore en gare et/ou sur les quais
87476606;Vannes;rue Favel et Lincy;56000;Vannes;Bande d'éveil de vigilance sur les quais
87481002;Nantes;27, boulevard de Stalingrad;44041;Nantes cedex 1;Boucle à induction magnétique
87583005;Angoulême;4, place de la gare;16000;ANGOULEME CEDEX En dehors des heures d'ouverture d;Écrans d'information en gare et/ou sur les quais
87613000;Cahors;66 Place Jouinot;46000;Cahors;Toilettes adaptées aux personnes en fauteuil roulant
87615286;Carcassonne;1 bd Maréchal Joffre;11000;Carcassonne;Toilettes adaptées aux personnes en fauteuil roulant
87641001;Montluçon;Avenue Marx Dormoy;3100;Montlucon;Information sonore en gare et/ou sur les quais
87671016;Mont-de-Marsan;15 Avenue de la Laïcité;40000;Mont-de-Marsan;Toilettes adaptées aux personnes en fauteuil roulant
87696195;La Charité-sur-Loire;Avenue de la Gare;58400;La Charité;Toilettes
87713115;Les Laumes Alésia;5 avenue de la Gare;21150;Venaray Les Laumes;Information sonore en gare et/ou sur les quais
87743005;Bourg-en-Bresse;12 avenue Pierre Semard;1000;Bourg En Bresse;Écrans d'information en gare et/ou sur les quais
87757674;Antibes;Place Pierre Sémard;6600;Antibes;Boucle à induction magnétique
87191007;Thionville;10 place de la gare;57100;Thionville;Bande d'éveil de vigilance sur les quais
87193003;Forbach;Place Robert Schuman;57600;Forbach;Écrans d'information en gare et/ou sur les quais
87212027;Strasbourg;20 Place de la gare;67000;Strasbourg;Présence du personnel
87276519;Champagne-sur-Oise;Rue Pasteur;95660;Champagne-sur-Oise;Information sonore en gare et/ou sur les quais
87286005;Lille Flandres;Place des Buisses;59000;Lille;Écrans d'information en gare et/ou sur les quais
87300822;Belfort - Montbéliard TGV;2 avenue de la gare ,;90400;Meroux;Fauteuil roulant à disposition
87300822;Belfort - Montbéliard TGV;2 avenue de la gare ,;90400;Meroux;Présence du personnel
87300822;Belfort - Montbéliard TGV;2 avenue de la gare ,;90400;Meroux;Boucle à induction magnétique
87300863;Besançon Franche-Comté TGV;RD1 - Lieu-dit Grand-Bois Le Pasquier;25870;Auxon;Accès par ascenseur, rampe ou de plain-pied, depuis l'entrée
87313874;Amiens;47, place Alphonse Fiquet;80017;Amiens;Assistance proposée pour accéder aux quais et monter / descendre du train
87324095;Futuroscope;rue du 21° siècle;86360;Chasseneuil Du Poitou;Fauteuil roulant à disposition
87696146;Cosne-sur-Loire;Place de la Gare;58200;Cosne Sur Loire;Bande d'éveil de vigilance sur les quais
87696484;Decize;Place St Thibault;58300;Decize;Toilettes adaptées aux personnes en fauteuil roulant
87713115;Les Laumes Alésia;5 avenue de la Gare;21150;Venaray Les Laumes;Accès par ascenseur, rampe ou de plain-pied, depuis l'entrée
87713131;Montbard;Place Henri Vincenot;21500;Montbard;Fauteuil roulant à disposition
87713412;Dole;rue Aristide Briand;39100;Dole;Toilettes adaptées aux personnes en fauteuil roulant
87673400;Biarritz;Allée du Moura;64200;Biarritz;Bande d'éveil de vigilance sur les quais
87686006;Paris Gare de Lyon;Place Louis Armand;75012;PARIS cedex 12;Information sonore en gare et/ou sur les quais
87694000;Le Creusot;Avenue de la Gare;71200;LE CREUSOT;Présence du personnel
87696146;Cosne-sur-Loire;Place de la Gare;58200;Cosne Sur Loire;Présence du personnel
87713412;Dole;rue Aristide Briand;39100;Dole;Accès par ascenseur, rampe ou de plain-pied, depuis l'entrée
87741793;Bourg-Saint-Maurice;30 PLACE DE LA GARE;73700;Bourg St Maurice;Toilettes
87761007;Valence;38, rue Denis Papin;26000;Valence;Écrans d'information en gare et/ou sur les quais
87762906;Lyon Saint-Exupéry TGV;Gare TGV Lyon Saint-Exupéry;69125;Colombier-Saugnieu;Fauteuil roulant à disposition
87317362;Abbeville;Place de la Gare;80100;Abbeville;Accès par ascenseur, rampe ou de plain-pied, depuis l'entrée
87317586;Boulogne;3 Boulevard Voltaire;62200;Boulogne Sur Mer;Assistance proposée pour accéder aux quais et monter / descendre du train
87318964;Avignon TGV;Place de l'Europe;84000;Avignon;Écrans d'information en gare et/ou sur les quais
87319012;Aix-en-Provence TGV;Route Départementale 9;13592;Aix En Provence;Information sonore en gare et/ou sur les quais
87342006;Béthune;Place F. Mitterrand;62400;Bethune;Écrans d'information en gare et/ou sur les quais
87345025;Lens;Place du Général de Gaulle;62300;Lens;Fauteuil roulant à disposition
87394007;Chartres;8 pl Pierre Sémard;28000;Chartres;Fauteuil roulant à disposition
87415877;Val-de-Reuil;Route des Falaises;27100;Val De Reuil;Information sonore en gare et/ou sur les quais
87444539;Argentan;Place Pierre Sémard;61200;Argentan;Boucle à induction magnétique
87444877;Cherbourg;Avenue Jean-François Millet;50100;Cherbourg;Toilettes
87447680;Granville;Place Pierre Semard;50400;Granville;Accès par ascenseur, rampe ou de plain-pied, depuis l'entrée
87471003;Rennes;19, Place de la gare;35005;Rennes;Toilettes
87474338;Morlaix;Place du colonel Rol Tanguy;29600;Morlaix;Écrans d'information en gare et/ou sur les quais
87476002;Lorient;Esplanade Francois Mitterand;56100;Lorient;Assistance proposée pour accéder aux quais et monter / descendre du train
87478404;Laval;Place de la gare;53000;Laval;Boucle à induction magnétique
87481408;Vertou;Route de la gare;44120;Vertou;Bande d'éveil de vigilance sur les quais
87485144;Rochefort;place François Dorleac;17300;Rochefort;Toilettes adaptées aux personnes en fauteuil roulant
87543017;Les Aubrais;Rue Lamartine;45400;Fleury Les Aubrais;Assistance proposée pour accéder aux quais et monter / descendre du train
87571000;Tours;Place du Général Leclerc;37000;Tours;Boucle à induction magnétique
87574004;Blois Chambord;70, boulevard Daniel DUPUIS;41000;Blois;Toilettes adaptées aux personnes en fauteuil roulant
87576009;Vierzon;5 Avenue Pierre Sémard;18100;Vierzon;Accès par ascenseur, rampe ou de plain-pied, depuis l'entrée
87576207;Bourges;Place du Général LECLERC;18000;Bourges;Assistance proposée pour accéder aux quais et monter / descendre du train
87581009;Bordeaux Saint-Jean;Rue Charles Domercq;33800;Bordeaux;Écrans d'information en gare et/ou sur les quais
87615286;Carcassonne;1 bd Maréchal Joffre;11000;Carcassonne;Boucle à induction magnétique
87641001;Montluçon;Avenue Marx Dormoy;3100;Montlucon;Écrans d'information en gare et/ou sur les quais
87645507;Neussargues;Gare SNCF de Neussargues;15170;Neussargues-Moissac;Information sonore en gare et/ou sur les quais
87671016;Mont-de-Marsan;15 Avenue de la Laïcité;40000;Mont-de-Marsan;Fauteuil roulant à disposition
87671339;Lourdes;33 avenue de la gare;65100;Lourdes;Fauteuil roulant à disposition
87683003;Sens;Place François Mitterrand;89100;Sens;Toilettes
87683268;Laroche - Migennes;22 place PAUL BERT;89400;Migennes;Écrans d'information en gare et/ou sur les quais
87684001;Montargis;Avenue de la gare;45200;Montargis;Accès par ascenseur, rampe ou de plain-pied, depuis l'entrée
87686667;Paris Bercy Bourgogne - Pays d'Auvergne;48 bis boulevard de Bercy;75012;Paris;Assistance proposée pour accéder aux quais et monter / descendre du train
87694000;Le Creusot;Avenue de la Gare;71200;LE CREUSOT;Toilettes adaptées aux personnes en fauteuil roulant
87696005;Nevers;10, rue du Chemin de Fer;58000;Nevers;Fauteuil roulant à disposition
87696005;Nevers;10, rue du Chemin de Fer;58000;Nevers;Présence du personnel
87696484;Decize;Place St Thibault;58300;Decize;Information sonore en gare et/ou sur les quais
87713040;Dijon;31, cour de la gare;21000;Dijon;Information sonore en gare et/ou sur les quais
87718007;Besançon Viotte;2, avenue de la Paix;25000;Besançon;Toilettes
87726000;Saint-Étienne Châteaucreux;2, rue Esplanade de France;42000;Saint Etienne;Assistance proposée pour accéder aux quais et monter / descendre du train
87726760;Aurec;Rue de la Loire;43110;Aurec-sur-Loire;Bande d'éveil de vigilance sur les quais
87732008;Vichy;1 Place de la gare;3200;Vichy;Boucle à induction magnétique
87734004;Clermont-Ferrand;40, avenue de l'Union Soviétique;63000;Clermont Ferrand;Accès par ascenseur, rampe ou de plain-pied, depuis l'entrée
87734004;Clermont-Ferrand;40, avenue de l'Union Soviétique;63000;Clermont Ferrand;Bande d'éveil de vigilance sur les quais
87734251;Arvant;Place de la gare;43360;Arvant;Information sonore en gare et/ou sur les quais
87734269;Brioude;Gare SNCF de Brioude;43100;Brioude;Assistance proposée pour accéder aux quais et monter / descendre du train
87734699;Le Puy-en-Velay;place Maréchal Leclerc;43000;Le Puy En Velay;Information sonore en gare et/ou sur les quais
87745000;Bellegarde;Rue Favre & Perreard;1200;Bellegarde S/ Valserine;Écrans d'information en gare et/ou sur les quais
87745000;Bellegarde;Rue Favre & Perreard;1200;Bellegarde S/ Valserine;Toilettes
87746008;Annecy;place de la gare;74000;Annecy;Fauteuil roulant à disposition
87756403;Monaco Monte Carlo;Place Sainte Dévote;98000;Monaco;Toilettes
87756403;Monaco Monte Carlo;Place Sainte Dévote;98000;Monaco;Fauteuil roulant à disposition
87757625;Cannes;4, place de la Gare;6400;Cannes;Fauteuil roulant à disposition
87764001;Montélimar;Rue Olivier de Serres;26200;Montélimar;Accès par ascenseur, rampe ou de plain-pied, depuis l'entrée
87765008;Avignon Centre;Boulevard St Roch;84000;Avignon Cedex;Fauteuil roulant à disposition
87773002;Montpellier Saint-Roch;Place Auguste Gibert;34011;Montpellier cedex 1;Fauteuil roulant à disposition
87775007;Nîmes;1, Boulevard Sergent Triaire;30000;Nîmes cedex;Toilettes adaptées aux personnes en fauteuil roulant
87783175;Saint-Flour - Chaudes-Aigues;Avenue Charles de Gaulle;15100;Saint-Flour;Fauteuil roulant à disposition
87116582;Château-Thierry;Place Jean Monnet;2400;Chateau Thierry;Accès par ascenseur, rampe ou de plain-pied, depuis l'entrée
87116582;Château-Thierry;Place Jean Monnet;2400;Chateau Thierry;Information sonore en gare et/ou sur les quais
87116582;Château-Thierry;Place Jean Monnet;2400;Chateau Thierry;Toilettes adaptées aux personnes en fauteuil roulant
87141002;Nancy;3 place Thiers;54000;Nancy;Toilettes adaptées aux personnes en fauteuil roulant
87175042;Bar-le-Duc;Place de la république;55000;Bar Le Duc;Écrans d'information en gare et/ou sur les quais
87182063;Mulhouse;10 avenue du Général Leclerc;68100;Mulhouse;Accès par ascenseur, rampe ou de plain-pied, depuis l'entrée
87184002;Belfort;8, Avenue Wilson;90000;Belfort;Écrans d'information en gare et/ou sur les quais
87342006;Béthune;Place F. Mitterrand;62400;Bethune;Accès par ascenseur, rampe ou de plain-pied, depuis l'entrée
87342006;Béthune;Place F. Mitterrand;62400;Bethune;Fauteuil roulant à disposition
87393033;Invalides;2, rue Robert Esnault-Pelterie;75007;Paris;Toilettes
87413013;Le Havre;12 rue Magellan;76600;Le Havre;Présence du personnel
87447219;Lison;Place de la Gare;14330;Lison;Boucle à induction magnétique
87473207;Guingamp;Place de la gare;22200;Guingamp;Toilettes
87474007;Brest;08, Place du 19ème RI;29200;Brest cedex 01;Bande d'éveil de vigilance sur les quais
87474338;Morlaix;Place du colonel Rol Tanguy;29600;Morlaix;Toilettes
87478404;Laval;Place de la gare;53000;Laval;Toilettes
87478404;Laval;Place de la gare;53000;Laval;Fauteuil roulant à disposition
87694109;Le Creusot - Montceau-les-Mines - Montchanin TGV;Avenue de l'Europe;71210;Ecuisses;Accès par ascenseur, rampe ou de plain-pied, depuis l'entrée
87171009;Reims;Place de la gare;51100;Reims;Toilettes adaptées aux personnes en fauteuil roulant
87171009;Reims;Place de la gare;51100;Reims;Boucle à induction magnétique
87174003;Châlons-en-Champagne;Place de la gare;51000;Chalons En Champagne;Information sonore en gare et/ou sur les quais
87192039;Metz Ville;1 Place du Général de Gaulle;57000;Metz;Écrans d'information en gare et/ou sur les quais
87193003;Forbach;Place Robert Schuman;57600;Forbach;Assistance proposée pour accéder aux quais et monter / descendre du train
87271007;Paris Gare du Nord;112, rue de Maubeuge;75010;Paris;Bande d'éveil de vigilance sur les quais
87271494;Aéroport Charles de Gaulle 2 TGV;Tremblay;95700;Roissy CDG cedex;Toilettes adaptées aux personnes en fauteuil roulant
87296004;Saint-Quentin;Place André Baudez;2100;St Quentin;Fauteuil roulant à disposition
87300822;Belfort - Montbéliard TGV;2 avenue de la gare ,;90400;Meroux;Toilettes adaptées aux personnes en fauteuil roulant
87113001;Paris Est;Place du 11 novembre 1918;75010;Paris;Toilettes adaptées aux personnes en fauteuil roulant
87164780;Stade de France Saint-Denis;;93200;Saint-Denis;Assistance proposée pour accéder aux quais et monter / descendre du train
87172007;Charleville-Mézières;Place de la gare;8000;Charleville-Mezieres;Présence du personnel
87182063;Mulhouse;10 avenue du Général Leclerc;68100;Mulhouse;Fauteuil roulant à disposition
87185009;Vesoul;Avenue de la gare;70000;Vesoul;Présence du personnel
